Threshold,Validation Precision,Validation Recall,Validation F1,Validation ROC AUC
0.21,0.3636761487964989,0.6293070806512685,0.46096241852725006,0.7363773383216379
0.3,0.43849437330228946,0.42786823173040517,0.4331161364507474,0.7363773383216379
0.4,0.5164424514200299,0.26164331692540704,0.34732344810253835,0.7363773383216379
